,time,lower_bounds,upper_bounds,fleet size
0,1800.001830816269,243.21162880221763,321.5453076415283,3.0
1,1800.003014087677,254.5519677381361,327.300639645824,3.0
2,1800.0047948360443,152.63108364058533,207.04015180845252,2.999999457339875
3,1800.0028860569,239.54978815832052,322.4906642104056,3.0
4,1800.0050790309906,218.04669520805166,295.24955259202596,3.0
5,1800.0056018829346,246.0492385713472,353.12172665933036,4.0
6,1800.005036830902,173.4701190908891,228.13943838436097,3.0
7,1800.0122380256653,204.36904149189712,276.2158868564113,3.0
8,1800.0024061203003,248.86620527341827,321.07524538880443,3.0
9,1800.0048179626465,206.7949848173994,292.3576666894284,3.0
10,1800.0050439834595,279.4566287019455,363.5358439588004,2.9999999995773705
11,1800.0023639202118,241.9735948766,314.8550276786907,3.0
12,1800.0062899589539,231.34054566973998,306.7154389838379,3.0
13,1800.0020360946655,288.06603365964935,406.442894796916,4.0
14,1800.007485151291,237.61493983506307,321.84297613888333,2.9999999981307446
15,1800.0019710063934,247.09976787607337,335.1016428692256,3.0
16,1800.006000995636,272.4236237581306,359.1277053865331,3.0
17,1800.0247931480408,259.1996161366172,349.2761297770217,3.0
18,1800.0135550498962,232.00700381283986,320.4764218813609,3.0
19,1800.0477738380432,251.4433496401272,324.14794790135284,3.0
